#  Tennessee March-May Precipitation
# Units: Inches
# Missing: -99
Date,Value
201505,15.05
201605,12.16
201705,18.33
201805,16.63
201905,13.81
202005,19.27
202105,17.24
202205,13.69
202305,13.72
202405,16.5
202505,18.83
